,from,to,changes,departure,arrival,duration
3,PUR,LBG,1,07:58,08:23,25
0,FCN,LBG,0,07:40,08:05,25
4,PUR,LBG,0,08:09,08:34,25
1,ESD,LBG,0,07:52,08:17,25
3,EDW,BFR,1,08:14,08:39,25
1,SNR,LBG,1,07:09,07:34,25
4,CFB,CST,0,08:22,08:47,25
3,CNN,CST,1,08:12,08:37,25
1,ZCW,LBG,1,07:50,08:15,25
0,WAT,BFR,1,08:14,08:39,25
1,WAT,BFR,2,08:16,08:41,25
1,KGX,LBG,1,07:59,08:24,25
3,WAT,BFR,1,08:24,08:49,25
2,KGX,LBG,1,08:04,08:29,25
2,WAT,CST,2,08:20,08:45,25
3,WAT,CST,2,08:22,08:47,25
3,KGX,LBG,1,08:09,08:34,25
2,BKH,CST,0,08:11,08:36,25
4,SAJ,BFR,1,08:21,08:46,25
1,CLK,LBG,0,07:33,07:58,25
2,WWA,LBG,0,07:51,08:16,25
0,FST,LBG,1,07:59,08:24,25
2,FST,LBG,1,08:04,08:29,25
3,FST,LBG,1,08:09,08:34,25
4,FST,LBG,0,08:10,08:35,25
1,CTK,CST,1,08:11,08:36,25
0,CTK,CST,1,08:06,08:31,25
1,WLI,LBG,0,07:42,08:07,25
2,WLI,LBG,0,07:54,08:19,25
4,WLI,LBG,0,08:02,08:27,25
4,SCY,BFR,0,08:21,08:46,25
2,SCY,BFR,0,07:51,08:16,25
1,CNN,CST,1,07:57,08:22,25
2,CFB,CST,0,08:06,08:31,25
1,SQE,BFR,1,08:12,08:37,25
4,SNR,LBG,1,08:09,08:34,25
0,CTN,CST,0,07:21,07:46,25
4,NXG,BFR,1,08:21,08:46,25
0,HHY,BFR,1,07:58,08:23,25
3,ORP,LBG,0,07:56,08:21,25
1,NXG,CST,1,08:13,08:38,25
3,ANZ,LBG,1,08:03,08:28,25
1,MTG,LBG,0,07:46,08:11,25
4,GRP,CST,0,08:25,08:50,25
2,PMR,CST,1,08:06,08:31,25
4,MOG,CST,0,08:25,08:50,25
3,KTH,BFR,0,08:04,08:29,25
0,PMR,CST,1,07:56,08:21,25
4,TUH,LBG,1,08:08,08:34,26
4,HHY,CST,1,08:17,08:43,26
3,ZFD,CST,1,08:19,08:45,26
3,CLK,LBG,0,07:57,08:23,26
2,ZFD,CST,1,08:14,08:40,26
2,HHY,CST,1,08:02,08:28,26
4,WEH,LBG,0,08:09,08:35,26
3,MTC,LBG,0,07:49,08:15,26
0,GIP,LBG,0,07:25,07:51,26
4,EDW,BFR,1,08:23,08:49,26
2,ANZ,BFR,1,08:00,08:26,26
4,HGR,BFR,1,08:15,08:41,26
4,CLP,BFR,1,08:23,08:49,26
2,CLP,BFR,1,07:53,08:19,26
0,CLP,BFR,1,07:23,07:49,26
2,WLT,LBG,0,07:32,07:58,26
3,WCY,LBG,1,07:57,08:23,26
0,KDB,CST,0,07:47,08:13,26
1,WCY,LBG,1,07:47,08:13,26
4,WLT,LBG,0,08:02,08:28,26
1,FST,LBG,1,08:01,08:27,26
0,HHY,CST,1,07:47,08:13,26
0,WAT,CST,2,08:14,08:40,26
2,NXG,CST,1,08:16,08:42,26
2,ORP,LBG,0,07:51,08:17,26
3,CYP,LBG,0,07:59,08:25,26
4,MTG,LBG,0,08:04,08:30,26
3,SAJ,BFR,1,08:15,08:41,26
0,CNN,BFR,1,07:49,08:15,26
2,CNN,BFR,1,08:04,08:30,26
4,CNN,BFR,1,08:19,08:45,26
4,GRP,BFR,1,08:10,08:36,26
3,MOG,LBG,1,08:08,08:34,26
2,MOG,LBG,1,08:03,08:29,26
1,MOG,LBG,1,07:58,08:24,26
4,EUS,BFR,0,08:24,08:50,26
0,KGX,LBG,1,07:54,08:20,26
1,GNW,BFR,1,07:55,08:21,26
0,NXG,CST,1,08:10,08:36,26
0,PAD,BFR,1,08:12,08:38,26
1,PAD,BFR,1,08:15,08:41,26
2,PAD,BFR,1,08:17,08:43,26
4,PAD,BFR,1,08:22,08:48,26
2,VIC,BFR,1,08:13,08:39,26
1,WAT,CST,2,08:16,08:42,26
0,SBM,CST,1,07:40,08:06,26
0,SUP,LBG,1,07:07,07:33,26
1,CYP,LBG,0,07:52,08:18,26
3,LAD,CST,1,08:14,08:40,26
4,SYH,BFR,1,08:13,08:39,26
0,ESD,CST,0,07:43,08:09,26
3,CTF,LBG,1,07:55,08:21,26
2,SEV,LBG,0,08:03,08:29,26
3,PLU,LBG,0,08:01,08:27,26
4,PLU,LBG,0,08:05,08:31,26
3,SEV,LBG,0,08:08,08:34,26
1,SDC,LBG,2,07:58,08:24,26
2,PUR,LBG,0,07:54,08:20,26
0,TOO,BFR,0,06:13,06:39,26
1,TOO,BFR,0,06:43,07:09,26
2,TOO,BFR,0,07:13,07:39,26
3,TOO,BFR,0,07:43,08:09,26
4,TOO,BFR,0,08:13,08:39,26
2,WHP,LBG,0,07:51,08:17,26
4,BXY,LBG,0,07:59,08:25,26
3,WNW,BFR,1,07:58,08:24,26
2,MTC,BFR,0,07:28,07:54,26
0,PLU,LBG,0,07:37,08:03,26
3,AAP,BFR,1,07:57,08:23,26
3,GIP,LBG,0,07:55,08:21,26
4,CIT,LBG,0,08:07,08:33,26
4,MTC,BFR,0,07:58,08:24,26
1,AAP,BFR,1,07:27,07:53,26
2,SDC,LBG,2,08:03,08:29,26
1,BXY,LBG,0,07:39,08:05,26
2,NWD,LBG,0,08:04,08:31,27
1,HHY,CST,1,07:55,08:22,27
2,LAD,BFR,1,07:54,08:21,27
1,MHM,LBG,0,07:33,08:00,27
3,CNN,BFR,1,08:12,08:39,27
2,SUP,LBG,1,07:34,08:01,27
3,WHP,LBG,1,08:02,08:29,27
3,WWD,CST,0,07:54,08:21,27
0,NWD,LBG,0,07:34,08:01,27
3,SRS,LBG,1,07:56,08:23,27
4,BGM,BFR,0,08:22,08:49,27
3,BGM,BFR,0,08:02,08:29,27
1,CNN,BFR,1,07:57,08:24,27
0,ZFD,CST,1,08:04,08:31,27
4,LHS,CST,1,08:22,08:49,27
1,BGM,BFR,0,07:32,07:59,27
2,NXG,BFR,1,08:14,08:41,27
0,MOG,LBG,1,07:53,08:20,27
0,BGM,BFR,0,07:22,07:49,27
1,LHS,CST,1,08:13,08:40,27
4,MYB,LBG,0,08:08,08:35,27
2,LHS,CST,1,08:16,08:43,27
3,LHS,CST,1,08:19,08:46,27
4,LEE,CST,1,08:23,08:50,27
1,PLU,LBG,0,07:44,08:11,27
2,BGM,BFR,0,07:52,08:19,27
4,GIP,LBG,1,08:01,08:28,27
1,ROE,LBG,1,07:48,08:15,27
4,MHM,LBG,0,08:03,08:30,27
1,HGY,BFR,1,07:26,07:53,27
3,SDC,LBG,1,08:03,08:30,27
4,EDN,LBG,0,07:56,08:23,27
2,HGR,CST,1,08:15,08:42,27
1,HGR,CST,0,08:11,08:38,27
2,EDN,LBG,0,07:36,08:03,27
3,HGY,BFR,1,07:56,08:23,27
3,WPE,LBG,1,07:58,08:25,27
0,EDN,LBG,0,07:16,07:43,27
1,CIT,CST,0,07:58,08:25,27
2,AYP,LBG,0,07:46,08:13,27
4,LAD,BFR,1,08:14,08:41,27
0,WLI,LBG,0,07:38,08:05,27
3,PMR,CST,1,08:11,08:38,27
1,ZFD,CST,1,08:09,08:36,27
4,SDC,LBG,2,08:07,08:34,27
1,GIP,LBG,1,07:31,07:58,27
0,LHS,CST,1,08:07,08:34,27
3,PNW,LBG,1,08:01,08:28,27
3,HHY,CST,1,08:10,08:37,27
1,CFB,CST,1,07:52,08:19,27
2,SDE,LBG,2,07:57,08:24,27
4,SRA,LBG,0,08:08,08:35,27
1,CDS,BFR,0,07:39,08:06,27
4,CDS,BFR,0,08:09,08:36,27
2,BCY,CST,1,08:14,08:42,28
4,BCY,BFR,1,08:18,08:46,28
4,SNR,BFR,0,08:18,08:46,28
0,WWR,BFR,1,07:21,07:49,28
2,CYP,LBG,0,07:53,08:21,28
1,BKJ,BFR,0,07:31,07:59,28
0,BCY,CST,1,07:59,08:27,28
2,BKJ,BFR,1,07:56,08:24,28
3,BKJ,BFR,0,08:01,08:29,28
2,SNR,BFR,0,07:48,08:16,28
1,BCY,CST,1,08:07,08:35,28
1,SNR,BFR,0,07:18,07:46,28
2,EDW,CST,1,07:53,08:21,28
1,WPE,LBG,1,07:47,08:15,28
2,NWX,BFR,1,08:12,08:40,28
3,NXG,BFR,1,08:16,08:44,28
4,BCY,CST,1,08:22,08:50,28
0,DYP,BFR,1,07:10,07:38,28
3,SCY,BFR,0,07:58,08:26,28
4,ESD,CST,0,08:22,08:50,28
4,WHP,LBG,1,08:06,08:34,28
0,BMN,LBG,1,07:05,07:33,28
1,RDD,LBG,1,07:06,07:34,28
1,ELE,LBG,0,07:30,07:58,28
2,DYP,BFR,1,07:40,08:08,28
4,RDD,LBG,1,08:06,08:34,28
4,DYP,BFR,1,08:10,08:38,28
0,EUS,BFR,1,08:10,08:38,28
2,EDW,BFR,1,08:08,08:36,28
4,NDL,BFR,1,08:21,08:49,28
2,EUS,BFR,1,08:15,08:43,28
3,EUS,BFR,1,08:20,08:48,28
2,WWD,CST,0,07:43,08:11,28
4,WWR,BFR,1,08:21,08:49,28
2,WWR,BFR,1,07:51,08:19,28
0,NEH,LBG,0,07:43,08:11,28
0,HEN,BFR,0,07:08,07:36,28
1,CLP,LBG,1,07:08,07:36,28
4,BXH,LBG,0,07:59,08:27,28
4,BKH,BFR,1,08:18,08:46,28
1,CIT,LBG,0,07:49,08:17,28
4,STP,CST,0,08:22,08:50,28
1,CFT,LBG,1,07:38,08:06,28
1,HOX,LBG,2,07:56,08:24,28
3,LEW,BFR,1,08:13,08:41,28
1,HPA,LBG,2,07:49,08:17,28
1,HHY,BFR,1,08:02,08:30,28
1,QRP,CST,1,08:02,08:30,28
0,WCY,LBG,1,07:42,08:10,28
2,WCY,LBG,1,07:52,08:20,28
4,HHY,BFR,1,08:17,08:45,28
0,CTK,LBG,1,07:54,08:22,28
1,CTK,LBG,1,08:04,08:32,28
2,PLU,LBG,0,07:48,08:16,28
0,LSY,CST,0,07:38,08:06,28
3,CLP,LBG,1,07:38,08:06,28
2,WDU,LBG,1,07:42,08:10,28
1,BXH,LBG,0,07:39,08:07,28
4,MIL,BFR,0,08:13,08:41,28
4,KGX,CST,0,08:22,08:50,28
3,HEN,BFR,0,07:53,08:21,28
3,FCN,LBG,0,08:00,08:28,28
3,CFB,CST,1,08:12,08:40,28
0,MIL,BFR,0,07:43,08:11,28
2,HOX,LBG,2,08:01,08:29,28
4,GTW,LBG,0,07:55,08:23,28
1,HEN,BFR,0,07:23,07:51,28
2,HEN,BFR,0,07:38,08:06,28
4,HEN,BFR,0,08:08,08:36,28
2,GRP,CST,1,08:10,08:38,28
4,WDU,LBG,2,08:06,08:34,28
2,MIL,BFR,0,07:58,08:26,28
4,ECR,CST,1,08:21,08:50,29
4,BRX,LBG,2,08:05,08:34,29
4,SRS,LBG,1,07:59,08:28,29
2,CSB,LBG,0,06:59,07:28,29
0,NWD,CST,1,07:37,08:06,29
2,BXH,LBG,0,07:50,08:19,29
2,BMN,LBG,1,07:32,08:01,29
4,CSB,LBG,0,07:59,08:28,29
0,HGR,CST,1,08:02,08:31,29
3,NWD,CST,1,08:07,08:36,29
3,HRN,BFR,1,07:54,08:23,29
3,SDE,LBG,2,08:00,08:29,29
1,NWD,CST,1,07:46,08:15,29
0,CIT,CST,0,07:40,08:09,29
3,KDB,CST,0,08:07,08:36,29
4,PNE,BFR,1,08:10,08:39,29
0,BEC,BFR,0,07:20,07:49,29
4,QRP,CST,1,08:17,08:46,29
4,ABW,LBG,0,08:02,08:31,29
1,BEC,BFR,0,07:30,07:59,29
3,NWD,BFR,1,08:12,08:41,29
3,EDW,CST,1,08:02,08:31,29
1,HRN,BFR,1,07:24,07:53,29
1,PNW,LBG,1,07:56,08:25,29
3,SUP,LBG,1,07:48,08:17,29
2,BEC,BFR,0,07:50,08:19,29
1,SDE,LBG,1,07:56,08:25,29
4,BEC,BFR,0,08:20,08:49,29
3,BEC,BFR,0,08:00,08:29,29
3,CFB,BFR,1,08:12,08:41,29
3,HGR,CST,1,08:18,08:47,29
3,ELE,LBG,0,07:54,08:23,29
3,CSB,LBG,0,07:29,07:58,29
4,HYR,BFR,0,08:10,08:39,29
3,HYR,BFR,0,07:40,08:09,29
1,CSB,LBG,0,06:29,06:58,29
3,CFT,LBG,2,07:46,08:15,29
1,EUS,BFR,1,08:12,08:41,29
3,GTW,LBG,0,07:46,08:15,29
3,BKH,BFR,1,08:07,08:36,29
4,EUS,CST,0,08:21,08:50,29
0,BKH,CST,1,07:58,08:27,29
1,BKH,CST,1,08:02,08:31,29
2,UWL,LBG,0,07:41,08:10,29
4,BKH,CST,1,08:18,08:47,29
0,UWL,LBG,0,07:11,07:40,29
4,LSY,CST,0,08:18,08:47,29
4,WWD,CST,0,08:16,08:45,29
0,WWI,LBG,0,07:14,07:43,29
1,WWD,LBG,1,07:28,07:57,29
2,UWL,LBG,0,07:41,08:10,29
0,UWL,LBG,0,07:11,07:40,29
2,WWI,LBG,0,07:34,08:03,29
3,BCY,CST,1,08:18,08:47,29
4,BGM,LBG,1,07:52,08:21,29
2,HYR,BFR,0,07:10,07:39,29
1,HYR,BFR,0,06:40,07:09,29
4,DNG,LBG,1,08:00,08:29,29
2,DNG,LBG,1,07:40,08:09,29
0,DNG,LBG,1,07:20,07:49,29
4,DYP,LBG,1,08:00,08:29,29
3,WHD,BFR,1,08:07,08:36,29
0,ABW,LBG,0,07:34,08:03,29
1,WHD,BFR,1,07:52,08:21,29
3,MIJ,BFR,0,07:55,08:24,29
4,WWI,LBG,0,07:54,08:23,29
3,CDS,LBG,1,07:54,08:23,29
3,NSG,BFR,1,07:54,08:23,29
2,LSY,CST,0,08:02,08:31,29
1,NSG,BFR,1,07:24,07:53,29
3,NEH,LBG,0,08:01,08:30,29
3,HHY,BFR,1,08:10,08:39,29
2,CLD,LBG,0,07:48,08:17,29
4,NWD,CST,1,08:16,08:45,29
3,GIP,BFR,1,07:55,08:24,29
0,HYR,BFR,0,06:10,06:39,29
4,CRY,LBG,0,07:56,08:25,29
3,HOX,LBG,1,08:01,08:30,29
4,BAK,BFR,1,08:20,08:50,30
0,SYH,LBG,2,07:34,08:04,30
1,MZH,BFR,1,07:51,08:21,30
4,AAP,BFR,1,08:08,08:38,30
2,AAP,BFR,1,07:38,08:08,30
1,SYH,LBG,1,07:40,08:10,30
4,HOX,LBG,2,08:04,08:34,30
4,HPA,BFR,1,08:16,08:46,30
1,LEE,CST,0,07:49,08:19,30
3,BAK,BFR,1,08:15,08:45,30
0,NBC,CST,0,07:36,08:06,30
4,MTG,CST,1,08:20,08:50,30
3,LEE,CST,0,08:08,08:38,30
0,STP,CST,1,08:10,08:40,30
3,BCY,BFR,1,08:14,08:44,30
2,STP,CST,1,08:15,08:45,30
4,VXH,LBG,2,08:05,08:35,30
1,VIC,BFR,1,08:07,08:37,30
2,MIJ,LBG,0,07:45,08:15,30
2,HHY,BFR,1,08:08,08:38,30
3,WWA,CST,0,07:51,08:21,30
1,WWA,CST,0,07:28,07:58,30
1,ABW,LBG,0,07:41,08:11,30
4,SBM,BFR,1,08:19,08:49,30
1,ECR,CST,1,08:01,08:31,30
3,WWA,BFR,0,08:04,08:34,30
2,NDL,BFR,1,08:06,08:36,30
1,SRC,LBG,0,07:06,07:36,30
3,SRC,LBG,0,07:36,08:06,30
3,ABW,LBG,0,07:57,08:27,30
4,EDW,CST,1,08:08,08:38,30
2,NDL,CST,1,07:51,08:21,30
4,NWD,BFR,1,08:16,08:46,30
0,AAP,BFR,1,07:08,07:38,30
1,BAK,BFR,1,08:01,08:31,30
2,BAK,BFR,1,08:05,08:35,30
4,SFA,BFR,1,08:13,08:43,30
2,BCY,BFR,1,08:11,08:41,30
2,ECR,CST,1,08:10,08:40,30
4,ESD,BFR,1,08:06,08:36,30
0,BXH,LBG,0,07:35,08:05,30
1,ZFD,LBG,1,08:02,08:32,30
4,OLD,LBG,1,08:05,08:35,30
0,ELW,CST,0,07:43,08:13,30
0,ZFD,LBG,1,07:52,08:22,30
0,WHD,BFR,1,07:41,08:11,30
4,PAD,LBG,0,08:05,08:35,30
2,WHD,BFR,1,07:56,08:26,30
1,BCY,BFR,1,08:07,08:37,30
4,WHD,BFR,1,08:11,08:41,30
2,BXY,LBG,0,07:43,08:13,30
1,WWR,LBG,1,07:06,07:36,30
0,WOH,LBG,0,06:35,07:05,30
3,BKH,CST,1,08:15,08:45,30
2,GRP,BFR,1,08:04,08:34,30
1,KDB,CST,1,07:51,08:21,30
2,BRX,LBG,2,07:50,08:20,30
1,FOH,LBG,2,07:47,08:17,30
2,OLD,LBG,1,07:55,08:25,30
2,SRS,LBG,1,07:28,07:58,30
0,OLD,LBG,1,07:45,08:15,30
1,HGG,LBG,2,07:54,08:24,30
1,PMR,CST,1,08:00,08:30,30
1,OLD,LBG,1,07:50,08:20,30
3,OLD,LBG,1,08:00,08:30,30
3,WLI,LBG,0,07:58,08:28,30
3,WWR,LBG,1,07:36,08:06,30
4,PET,LBG,0,08:03,08:33,30
2,HGG,LBG,2,07:59,08:29,30
3,BOP,BFR,1,07:23,07:53,30
4,BOP,BFR,1,07:53,08:23,30
2,BOP,BFR,1,06:53,07:23,30
2,CRI,LBG,1,07:43,08:14,31
1,EDW,CST,1,07:38,08:09,31
2,SFA,BFR,1,08:05,08:36,31
4,CRI,LBG,1,07:58,08:29,31
3,PAD,BFR,0,08:19,08:50,31
3,ECR,CST,1,08:16,08:47,31
3,STP,CST,1,08:17,08:48,31
4,BEC,LBG,1,07:50,08:21,31
0,SFA,BFR,1,07:47,08:18,31
1,BNH,LBG,0,07:36,08:07,31
0,BCY,BFR,1,08:03,08:34,31
0,RVB,BFR,0,07:18,07:49,31
4,BNH,LBG,0,07:56,08:27,31
4,RDH,LBG,0,07:59,08:30,31
1,RDH,LBG,0,07:29,08:00,31
4,WWA,CST,0,08:14,08:45,31
2,WWA,CST,0,07:40,08:11,31
0,WWA,CST,0,07:15,07:46,31
4,NBC,CST,0,08:16,08:47,31
2,NBC,CST,0,08:00,08:31,31
1,RDD,BFR,0,07:15,07:46,31
2,RDD,BFR,0,07:45,08:16,31
0,SID,LBG,0,07:40,08:11,31
0,WPE,LBG,2,07:43,08:14,31
4,RDD,BFR,0,08:15,08:46,31
1,LSY,CST,1,07:48,08:19,31
2,BGM,LBG,2,07:32,08:03,31
0,WEH,CST,1,08:05,08:36,31
3,NDL,CST,1,08:00,08:31,31
1,STP,CST,1,08:12,08:43,31
4,RVB,BFR,0,08:18,08:49,31
3,RVB,BFR,0,07:58,08:29,31
2,RVB,BFR,0,07:48,08:19,31
1,RVB,BFR,0,07:28,07:59,31
1,CYP,BFR,1,07:53,08:24,31
2,HHY,LBG,1,07:58,08:29,31
3,VXH,LBG,2,08:00,08:31,31
3,BMS,BFR,0,08:06,08:37,31
3,PUO,LBG,1,07:52,08:23,31
1,PUO,LBG,1,07:22,07:53,31
4,SYH,LBG,2,08:03,08:34,31
4,EPH,CST,1,08:19,08:50,31
3,OLD,BFR,2,08:10,08:41,31
2,OLD,BFR,2,08:05,08:36,31
3,MIL,BFR,0,08:05,08:36,31
1,MIL,BFR,0,07:50,08:21,31
0,BAK,BFR,1,07:54,08:25,31
2,ABW,LBG,0,07:45,08:16,31
3,QRP,BFR,1,08:17,08:48,31
0,HPA,CST,1,07:56,08:27,31
1,HPA,CST,1,08:04,08:35,31
2,HPA,CST,1,08:11,08:42,31
3,HPA,CST,1,08:16,08:47,31
1,PET,LBG,0,07:46,08:17,31
4,HPA,CST,1,08:19,08:50,31
1,EPH,LBG,1,08:04,08:35,31
3,BMN,LBG,1,07:46,08:17,31
2,NHD,CST,1,08:00,08:31,31
1,PET,CST,0,07:54,08:25,31
3,TTH,LBG,1,07:52,08:23,31
1,HLB,LBG,0,07:21,07:52,31
3,EPH,CST,1,08:16,08:47,31
4,CIT,CST,0,08:19,08:50,31
4,MYB,CST,0,08:19,08:50,31
4,STE,LBG,1,08:03,08:34,31
4,PMR,CST,1,08:15,08:46,31
3,HGG,LBG,1,07:59,08:30,31
4,LHS,BFR,1,08:19,08:50,31
3,LHS,BFR,1,08:16,08:47,31
2,EPH,CST,1,08:14,08:45,31
2,LHS,BFR,1,08:13,08:44,31
1,KTH,LBG,1,07:32,08:03,31
4,TBD,LBG,0,08:03,08:34,31
1,LHS,BFR,1,08:07,08:38,31
4,KTH,LBG,1,07:52,08:23,31
1,EPH,CST,1,08:11,08:42,31
0,LHS,BFR,1,08:04,08:35,31
0,EPH,CST,1,08:09,08:40,31
2,VXH,LBG,2,07:57,08:29,32
4,TTH,LBG,1,07:56,08:28,32
1,GTW,LBG,0,07:41,08:13,32
0,VXH,LBG,2,07:53,08:25,32
4,UWL,LBG,1,08:02,08:34,32
4,MYB,BFR,0,08:18,08:50,32
2,DLJ,LBG,2,07:57,08:29,32
4,RHM,LBG,0,08:02,08:34,32
1,DLJ,LBG,2,07:52,08:24,32
0,HYS,LBG,0,07:11,07:43,32
1,DMK,CST,1,07:58,08:30,32
3,WEH,CST,1,08:14,08:46,32
0,RHM,LBG,0,07:02,07:34,32
4,WEH,CST,1,08:17,08:49,32
4,HYS,LBG,0,07:51,08:23,32
1,WCB,BFR,1,07:49,08:21,32
2,HYS,LBG,0,07:31,08:03,32
2,RHM,LBG,0,07:32,08:04,32
4,UWL,LBG,1,08:02,08:34,32
4,CLJ,BFR,1,08:18,08:50,32
4,WWD,LBG,1,07:59,08:31,32
3,PAL,BFR,1,07:51,08:23,32
0,ZLW,CST,1,08:06,08:38,32
3,SFA,BFR,1,08:09,08:41,32
1,SFA,BFR,1,08:01,08:33,32
1,PAL,BFR,1,07:21,07:53,32
3,TOO,LBG,1,07:43,08:15,32
1,TOO,LBG,1,07:13,07:45,32
2,CDS,LBG,0,07:48,08:20,32
3,PAD,LBG,1,08:02,08:34,32
1,PAD,LBG,1,07:57,08:29,32
0,PAD,LBG,1,07:52,08:24,32
3,WCY,BFR,1,08:09,08:41,32
3,WOH,LBG,0,07:38,08:10,32
1,SUP,LBG,1,07:21,07:53,32
2,WOH,LBG,0,07:08,07:40,32
3,LSY,CST,1,08:08,08:40,32
0,BHO,BFR,1,07:51,08:23,32
0,CTF,CST,1,07:34,08:06,32
2,CFB,BFR,1,07:57,08:29,32
4,CFB,BFR,1,08:17,08:49,32
2,PUR,BFR,0,07:54,08:26,32
4,AAP,LBG,1,07:57,08:29,32
1,WEH,CST,1,08:08,08:40,32
2,LEE,CST,1,07:59,08:31,32
1,LEE,BFR,1,07:59,08:31,32
4,SUO,LBG,0,07:56,08:28,32
4,TON,LBG,0,08:03,08:35,32
4,WIM,BFR,0,08:07,08:39,32
4,BVD,LBG,0,07:59,08:31,32
2,WEH,CST,1,08:11,08:43,32
2,HGY,BFR,1,07:36,08:08,32
1,EDN,LBG,0,07:26,07:58,32
0,ELS,BFR,0,07:39,08:11,32
0,ECR,CST,1,07:55,08:27,32
2,ELS,BFR,0,07:54,08:26,32
0,SNR,BFR,1,07:09,07:41,32
4,ELS,BFR,0,08:09,08:41,32
4,NDL,CST,1,08:06,08:38,32
4,KTH,BFR,1,08:07,08:39,32
2,HCB,BFR,0,07:22,07:54,32
3,BBL,LBG,1,07:23,07:55,32
2,ESD,CST,1,08:06,08:38,32
4,NEH,BFR,1,08:09,08:41,32
4,HCB,BFR,0,07:52,08:24,32
2,BNH,LBG,0,07:47,08:19,32
1,SRT,BFR,1,07:52,08:24,32
0,HGY,BFR,1,07:06,07:38,32
2,AAP,LBG,1,07:27,07:59,32
0,LAD,BFR,1,07:44,08:16,32
3,KCK,LBG,0,07:45,08:17,32
4,HGY,BFR,1,08:06,08:38,32
0,AAP,LBG,1,06:57,07:29,32
0,NEH,CST,1,07:49,08:21,32
1,OKL,BFR,1,07:21,07:53,32
3,SNR,BFR,1,08:09,08:41,32
4,HGG,LBG,2,08:02,08:34,32
3,OKL,BFR,1,07:51,08:23,32
0,ROE,LBG,2,07:42,08:14,32
3,SID,LBG,0,07:58,08:30,32
4,CIT,BFR,1,08:03,08:36,33
3,PUR,BFR,1,07:58,08:31,33
1,NBC,CST,1,07:46,08:19,33
3,HCB,LBG,0,07:42,08:15,33
2,CTF,CST,1,07:58,08:31,33
1,OXT,LBG,0,07:20,07:53,33
4,OLD,BFR,2,08:15,08:48,33
4,NEH,CST,1,08:17,08:50,33
4,LSY,BFR,1,08:08,08:41,33
3,EDN,LBG,0,07:50,08:23,33
4,CTF,CST,1,08:14,08:47,33
0,OLD,BFR,2,08:00,08:33,33
4,SUP,BFR,2,08:03,08:36,33
3,BXH,LBG,0,07:55,08:28,33
3,GRP,CST,1,08:14,08:47,33
1,BHO,BFR,1,08:05,08:38,33
3,PMR,BFR,1,08:15,08:48,33
0,SRC,BFR,1,07:36,08:09,33
4,SRC,BFR,1,08:06,08:39,33
2,HGY,LBG,1,07:26,07:59,33
4,HGY,LBG,1,07:56,08:29,33
4,RVB,LBG,1,07:48,08:21,33
3,LEE,BFR,2,08:08,08:41,33
3,ELW,CST,0,08:03,08:36,33
1,MTG,CST,0,07:46,08:19,33
3,FST,BFR,1,08:15,08:48,33
3,KDB,BFR,1,08:03,08:36,33
2,FST,BFR,1,08:10,08:43,33
1,FST,BFR,1,08:08,08:41,33
2,LSY,BFR,1,07:48,08:21,33
0,FST,BFR,1,08:05,08:38,33
0,CLJ,BFR,1,08:05,08:38,33
0,SDC,LBG,1,07:52,08:25,33
3,OXT,LBG,0,07:50,08:23,33
1,HPA,BFR,1,08:04,08:37,33
3,NEH,CST,1,08:09,08:42,33
0,HPA,BFR,1,08:01,08:34,33
1,TON,LBG,0,07:42,08:15,33
2,BVD,LBG,0,07:38,08:11,33
3,PLU,CST,0,07:48,08:21,33
3,BIK,LBG,0,07:48,08:21,33
0,BIK,LBG,0,07:18,07:51,33
2,CRY,LBG,0,07:40,08:13,33
0,CLD,LBG,0,07:28,08:01,33
2,CLD,CST,1,07:52,08:25,33
1,EXR,BFR,1,08:05,08:38,33
4,DLK,CST,2,08:15,08:48,33
1,NDL,CST,1,07:36,08:09,33
4,MHM,BFR,0,08:03,08:36,33
1,MHM,BFR,0,07:33,08:06,33
2,BEC,LBG,2,07:30,08:03,33
3,EXR,CST,2,08:10,08:43,33
3,PLU,BFR,0,08:01,08:34,33
3,TBD,LBG,0,07:50,08:23,33
1,TTH,LBG,1,07:25,07:58,33
2,GIP,LBG,0,07:45,08:18,33
0,EPH,LBG,1,08:02,08:35,33
1,VXH,LBG,2,07:54,08:27,33
4,DMK,CST,1,08:13,08:46,33
0,BNH,LBG,0,07:32,08:05,33
1,BVD,LBG,0,07:30,08:03,33
3,DLK,CST,2,08:10,08:43,33
4,FOH,BFR,1,08:13,08:46,33
0,FOH,CST,1,07:54,08:27,33
3,CLJ,BFR,1,08:15,08:48,33
2,HLB,LBG,0,07:36,08:09,33
1,FOH,CST,1,08:02,08:35,33
3,HPA,BFR,1,08:11,08:44,33
0,FCN,CST,0,07:40,08:13,33
2,FOH,CST,1,08:09,08:42,33
2,HPA,BFR,1,08:08,08:41,33
0,CLK,CST,0,07:33,08:06,33
4,FOH,CST,1,08:17,08:50,33
0,PET,CST,0,07:36,08:09,33
1,SYD,LBG,2,07:44,08:17,33
1,DLK,CST,2,08:04,08:37,33
2,DLK,CST,2,08:07,08:40,33
4,CTN,BFR,1,08:13,08:46,33
3,DLJ,LBG,1,07:57,08:30,33
0,WHY,LBG,1,07:06,07:40,34
4,HLB,LBG,0,07:55,08:29,34
1,CLJ,BFR,1,08:08,08:42,34
4,QRB,LBG,2,08:01,08:35,34
2,CLJ,BFR,1,08:11,08:45,34
4,CLK,CST,0,08:13,08:47,34
