,from,to,changes,departure,arrival,duration
4,HMN,LBG,1,07:50,08:33,43
3,WDU,LBG,1,07:42,08:25,43
2,AYP,CST,0,07:55,08:38,43
4,EBT,LBG,0,07:39,08:23,44
3,RHM,BFR,1,07:42,08:26,44
4,ABW,BFR,1,08:02,08:46,44
4,WDU,CST,3,08:06,08:50,44
1,WDU,CST,1,07:29,08:13,44
0,TON,CST,0,07:16,08:00,44
0,LEW,BFR,1,08:00,08:44,44
1,GTW,CST,1,07:25,08:09,44
1,HKW,CST,2,07:38,08:22,44
4,RHM,BFR,1,08:02,08:46,44
1,QRB,BFR,2,07:51,08:35,44
3,LOF,CST,1,07:54,08:38,44
4,TON,CST,0,07:58,08:42,44
1,FOG,BFR,2,07:49,08:33,44
4,QRB,BFR,2,08:06,08:50,44
2,BKL,LBG,3,07:31,08:15,44
1,LOF,CST,1,07:35,08:19,44
1,HDH,CST,2,07:29,08:13,44
2,PUT,LBG,2,07:37,08:21,44
0,WEH,LBG,1,07:44,08:28,44
1,HAC,CST,3,07:53,08:37,44
4,HAC,CST,1,08:03,08:47,44
0,HAC,LBG,1,07:22,08:06,44
0,BGM,CST,2,07:22,08:06,44
3,SRS,CST,2,07:56,08:40,44
3,EBT,LBG,0,07:09,07:53,44
3,WEH,LBG,1,07:50,08:34,44
2,KTW,BFR,2,07:46,08:30,44
3,EYN,LBG,1,07:11,07:55,44
0,HKC,LBG,1,07:37,08:21,44
4,RDD,CST,2,08:06,08:50,44
0,PUT,LBG,2,07:29,08:13,44
2,LOF,CST,1,07:50,08:34,44
1,RHM,BFR,1,07:32,08:16,44
2,WEH,LBG,1,07:47,08:31,44
0,EBD,BFR,1,07:12,07:56,44
0,BOP,LBG,1,06:15,06:59,44
3,LIH,LBG,1,06:51,07:35,44
3,HRY,BFR,2,07:54,08:38,44
1,HRY,BFR,2,07:24,08:08,44
3,EBD,BFR,1,07:49,08:33,44
3,GPO,CST,2,07:44,08:28,44
4,GPK,LBG,1,07:45,08:29,44
3,GPK,LBG,1,07:15,07:59,44
2,GPK,LBG,1,06:45,07:29,44
4,GIP,CST,2,08:01,08:45,44
0,BET,BFR,1,07:37,08:21,44
0,SVK,LBG,1,07:33,08:17,44
3,WSU,BFR,1,07:40,08:24,44
3,BET,BFR,1,07:54,08:38,44
2,SVK,LBG,1,07:42,08:26,44
3,PET,CST,1,08:03,08:47,44
3,LEB,LBG,1,07:33,08:17,44
1,BET,BFR,1,07:39,08:23,44
4,SVK,LBG,1,07:51,08:35,44
4,EBD,BFR,1,07:57,08:41,44
2,FPK,CST,1,08:00,08:44,44
1,CFB,BFR,1,07:52,08:36,44
1,LEB,LBG,1,07:03,07:47,44
3,EDN,CST,1,07:56,08:40,44
0,SYH,CST,1,07:14,07:58,44
0,NHD,LBG,1,07:31,08:15,44
3,BNH,CST,0,07:52,08:36,44
2,WCY,CST,2,07:52,08:36,44
3,WLT,BFR,2,07:57,08:41,44
1,NHD,LBG,1,07:41,08:25,44
4,WLT,BFR,1,08:02,08:46,44
3,KTW,BFR,2,07:52,08:36,44
1,WCY,CST,2,07:47,08:31,44
4,NEM,BFR,1,07:55,08:39,44
0,GPO,BFR,2,07:37,08:21,44
2,PNW,CST,2,08:01,08:45,44
1,OXT,BFR,0,07:32,08:16,44
4,WLI,BFR,1,08:02,08:46,44
4,OXT,BFR,0,08:02,08:46,44
4,LOF,CST,1,08:05,08:49,44
1,KCK,CST,0,07:25,08:09,44
1,ELE,BFR,1,07:47,08:31,44
1,WSU,BFR,1,07:10,07:54,44
4,CAT,LBG,0,07:50,08:34,44
1,BAL,CST,1,07:51,08:35,44
2,UPM,LBG,1,07:33,08:17,44
0,HGR,BFR,1,07:50,08:34,44
3,CPT,CST,1,07:45,08:29,44
2,HHE,LBG,0,07:31,08:15,44
1,CYP,CST,1,07:52,08:36,44
2,WIH,BFR,1,07:24,08:08,44
3,HOR,LBG,0,07:46,08:30,44
2,BAL,CST,1,07:55,08:39,44
2,KNR,BFR,2,07:37,08:21,44
3,BAL,CST,1,08:02,08:46,44
3,KNR,BFR,2,07:42,08:26,44
3,SMO,LBG,1,07:31,08:15,44
1,SMO,LBG,1,07:01,07:45,44
1,CFT,CST,2,07:46,08:30,44
2,WIJ,BFR,2,07:52,08:36,44
0,CBH,LBG,1,06:47,07:31,44
3,DDK,LBG,1,07:18,08:02,44
3,WHY,BFR,2,07:57,08:41,44
1,DLK,LBG,2,07:45,08:29,44
4,MHM,CST,1,08:03,08:47,44
2,CAT,LBG,0,07:20,08:04,44
4,BAL,CST,1,08:05,08:49,44
3,HGR,BFR,1,08:02,08:46,44
4,UPM,LBG,1,07:48,08:32,44
2,TOM,LBG,1,07:43,08:27,44
0,HRN,CST,2,07:44,08:28,44
1,CPT,CST,1,07:15,07:59,44
2,SMY,BFR,1,07:45,08:29,44
3,WIM,LBG,2,07:47,08:31,44
0,TOM,LBG,1,07:30,08:14,44
4,WIH,BFR,1,07:54,08:38,44
0,CPT,CST,1,07:00,07:44,44
0,CAT,LBG,0,06:50,07:34,44
3,STO,BFR,3,07:39,08:23,44
3,CMD,BFR,2,07:54,08:38,44
4,SRH,BFR,1,08:06,08:50,44
4,CBH,LBG,1,07:37,08:21,44
4,HUR,LBG,1,07:50,08:34,44
3,CBH,LBG,1,07:22,08:06,44
4,CAT,LBG,0,07:50,08:34,44
4,IFI,LBG,1,07:50,08:34,44
2,VXH,CST,1,08:03,08:47,44
3,WHY,BFR,2,07:57,08:41,44
0,VXH,CST,1,07:57,08:41,44
0,DDK,CST,1,06:53,07:37,44
1,CBH,LBG,1,07:02,07:46,44
1,IFI,LBG,1,06:50,07:34,44
0,WIH,BFR,1,06:54,07:38,44
3,SRH,BFR,1,07:47,08:31,44
2,TOM,BFR,1,08:04,08:48,44
2,BAB,BFR,0,06:57,07:41,44
1,HOR,LBG,0,07:16,08:00,44
1,SRH,BFR,1,07:36,08:20,44
4,BAB,BFR,0,07:57,08:41,44
0,CAT,LBG,0,06:50,07:34,44
2,CAT,LBG,0,07:20,08:04,44
1,KNR,BFR,2,07:27,08:11,44
1,BKH,BFR,1,07:55,08:40,45
3,GTW,CST,1,07:46,08:31,45
2,WIM,LBG,2,07:44,08:29,45
1,HAC,BFR,2,07:56,08:41,45
2,MZH,BFR,1,07:51,08:36,45
3,HAC,CST,3,07:58,08:43,45
1,HRY,LBG,2,07:14,07:59,45
0,MZH,BFR,1,07:38,08:23,45
3,HKC,LBG,1,07:43,08:28,45
4,HKC,LBG,1,07:48,08:33,45
2,HAC,CST,1,07:56,08:41,45
1,SEH,LBG,1,06:45,07:30,45
4,HAC,BFR,2,08:03,08:48,45
1,DDK,CST,1,07:07,07:52,45
4,GTW,CST,1,07:55,08:40,45
0,LFD,LBG,0,06:20,07:05,45
2,QRB,BFR,1,07:52,08:37,45
3,HRY,LBG,2,07:44,08:29,45
3,DDK,CST,1,07:40,08:25,45
3,IMW,LBG,2,07:30,08:15,45
4,DDK,CST,1,07:55,08:40,45
0,SUC,BFR,0,06:54,07:39,45
0,UWL,CST,1,07:11,07:56,45
0,BAL,CST,1,07:44,08:29,45
3,BRX,LBG,2,07:50,08:35,45
2,SRH,BFR,2,07:39,08:24,45
0,CDS,CST,2,07:24,08:09,45
4,BMS,LBG,2,07:49,08:34,45
1,SVK,LBG,1,07:37,08:22,45
3,SVK,LBG,1,07:46,08:31,45
4,EDN,BFR,1,07:56,08:41,45
2,LOF,LBG,1,07:06,07:51,45
3,SCG,LBG,1,07:40,08:25,45
4,HDH,CST,2,07:52,08:37,45
0,UWL,CST,1,07:11,07:56,45
2,HDH,CST,2,07:37,08:22,45
1,WHP,LBG,1,07:47,08:32,45
4,GIP,BFR,2,08:01,08:46,45
3,UWL,LBG,1,07:49,08:34,45
0,SCG,LBG,0,07:05,07:50,45
0,BSP,BFR,2,07:21,08:06,45
1,FNY,LBG,3,07:29,08:14,45
2,SUC,BFR,0,07:24,08:09,45
2,SWM,LBG,0,07:20,08:05,45
4,WIM,LBG,2,07:50,08:35,45
3,HAC,LBG,1,07:38,08:23,45
1,UWL,LBG,1,07:19,08:04,45
1,HKW,BFR,2,07:38,08:23,45
3,UWL,LBG,1,07:49,08:34,45
1,IMW,BFR,2,07:30,08:15,45
2,EDN,BFR,1,07:36,08:21,45
2,DLK,LBG,2,07:45,08:30,45
2,SRA,LBG,1,07:43,08:28,45
0,FPK,CST,1,07:54,08:39,45
0,SUP,CST,2,07:21,08:06,45
0,SRA,LBG,1,07:35,08:20,45
4,BRX,CST,3,08:05,08:50,45
0,BRX,LBG,2,07:20,08:05,45
4,SUC,BFR,0,07:54,08:39,45
1,NWD,BFR,1,07:46,08:31,45
2,GIP,BFR,2,07:31,08:16,45
1,UWL,LBG,1,07:19,08:04,45
2,PNW,BFR,2,07:56,08:41,45
2,CRI,CST,1,07:28,08:13,45
3,CRI,CST,1,07:43,08:28,45
1,WDU,LBG,2,07:20,08:05,45
4,CRI,CST,1,07:58,08:43,45
0,TOM,BFR,1,07:51,08:36,45
1,RDD,CST,2,07:06,07:51,45
3,FOG,BFR,2,07:58,08:43,45
3,CMD,LBG,2,07:44,08:29,45
2,SYH,LBG,1,07:40,08:25,45
3,WME,LBG,1,07:35,08:20,45
2,WHL,BFR,2,07:38,08:23,45
4,RMD,LBG,2,07:46,08:31,45
4,CRY,BFR,1,07:56,08:41,45
0,KTW,BFR,2,07:41,08:26,45
1,BNH,CST,1,07:36,08:21,45
2,AYP,BFR,1,07:46,08:31,45
4,KTH,CST,1,08:02,08:47,45
3,ERH,LBG,1,07:42,08:27,45
0,UPM,LBG,1,07:14,07:59,45
4,CSH,LBG,1,07:49,08:34,45
1,NBA,LBG,1,06:59,07:44,45
1,SRC,CST,1,07:36,08:21,45
0,HYS,CST,0,07:21,08:06,45
1,AYP,CST,1,07:46,08:31,45
3,CLK,BFR,2,07:54,08:39,45
0,BLM,LBG,1,22:45,23:30,45
2,SRT,LBG,3,07:30,08:15,45
3,NBA,LBG,1,07:29,08:14,45
1,AAP,CST,2,07:52,08:37,45
2,SGR,CST,0,07:36,08:21,45
1,WEH,LBG,2,07:45,08:30,45
4,KCK,CST,0,08:05,08:50,45
2,KMS,LBG,2,07:10,07:55,45
1,EAD,BFR,1,07:54,08:39,45
3,DNG,CST,2,08:00,08:45,45
0,CSH,LBG,1,07:19,08:04,45
2,CYP,CST,1,07:53,08:38,45
1,WWI,CST,1,07:34,08:19,45
3,UPM,LBG,1,07:41,08:26,45
1,KTH,CST,1,07:46,08:31,45
1,CRI,CST,1,07:13,07:58,45
2,DNG,CST,0,07:40,08:25,45
1,WME,LBG,1,07:05,07:50,45
0,WDU,CST,1,07:20,08:05,45
2,WDU,CST,2,07:42,08:27,45
3,WDU,CST,1,07:52,08:37,45
4,BGM,CST,2,08:02,08:47,45
3,CSH,LBG,1,07:43,08:28,45
2,BXH,CST,1,07:46,08:31,45
1,UPM,LBG,1,07:19,08:05,46
3,PAD,CST,1,08:01,08:47,46
3,CDS,CST,2,07:54,08:40,46
1,CHE,LBG,1,06:59,07:45,46
1,BEC,CST,2,07:20,08:06,46
1,MIJ,CST,1,07:45,08:31,46
3,UPM,CST,1,07:57,08:43,46
1,HDH,BFR,2,07:29,08:15,46
3,AAP,CST,2,07:57,08:43,46
3,PDW,LBG,0,07:48,08:34,46
4,CRY,CST,1,08:04,08:50,46
2,UWL,CST,1,07:41,08:27,46
3,GPO,BFR,2,07:44,08:30,46
0,WHP,LBG,1,07:36,08:22,46
4,UPM,CST,1,08:03,08:49,46
3,CRY,CST,1,07:56,08:42,46
2,PAD,CST,1,07:59,08:45,46
3,RDH,BFR,1,07:45,08:31,46
1,SJS,BFR,2,07:42,08:28,46
0,RDH,BFR,1,07:15,08:01,46
0,GPK,BFR,1,06:07,06:53,46
0,UPM,CST,1,07:33,08:19,46
2,UPM,CST,1,07:48,08:34,46
1,MHM,CST,1,07:33,08:19,46
1,BRX,LBG,2,07:34,08:20,46
2,TON,CST,0,07:35,08:21,46
3,CHE,LBG,1,07:29,08:15,46
4,SRS,CST,2,07:59,08:45,46
1,SYH,CST,1,07:34,08:20,46
1,WIM,LBG,2,07:41,08:27,46
3,GRP,BFR,1,08:04,08:50,46
1,CBH,BFR,1,07:37,08:23,46
3,CBH,BFR,1,07:52,08:38,46
0,HAC,CST,1,07:52,08:38,46
2,DDK,CST,1,07:18,08:04,46
4,WNT,BFR,2,08:02,08:48,46
4,ORP,BFR,0,08:03,08:49,46
0,MZH,LBG,1,07:14,08:00,46
0,ENC,LBG,1,06:43,07:29,46
2,ENC,LBG,1,07:13,07:59,46
0,SAF,BFR,0,06:50,07:36,46
4,ENC,LBG,1,07:43,08:29,46
2,SAF,BFR,0,07:20,08:06,46
4,SAF,BFR,0,07:50,08:36,46
2,CMD,BFR,2,07:50,08:36,46
1,HKC,LBG,3,07:38,08:24,46
2,UWL,CST,1,07:41,08:27,46
1,PAD,CST,1,07:56,08:42,46
4,CMD,LBG,2,07:49,08:35,46
2,HAC,LBG,1,07:33,08:19,46
0,PAD,CST,1,07:54,08:40,46
4,GRV,LBG,0,07:39,08:25,46
2,SRC,BFR,1,07:39,08:25,46
0,REC,CST,1,07:18,08:04,46
3,SRC,BFR,1,07:49,08:35,46
4,GMY,LBG,1,07:49,08:35,46
3,CSB,CST,1,07:29,08:15,46
2,BRX,CST,3,07:50,08:36,46
2,BKH,BFR,1,07:58,08:44,46
4,CSB,CST,1,07:59,08:45,46
3,ESH,LBG,2,07:21,08:07,46
4,DLK,LBG,3,07:48,08:34,46
0,WIJ,BFR,2,07:35,08:21,46
2,OXT,BFR,1,07:50,08:36,46
2,GMY,LBG,1,07:40,08:26,46
0,CSB,LBG,0,05:45,06:31,46
1,WIJ,BFR,2,07:40,08:26,46
1,CIR,LBG,2,07:39,08:25,46
1,ERH,CST,1,07:12,07:58,46
0,GMY,LBG,1,07:31,08:17,46
2,WSW,LBG,2,07:38,08:24,46
2,CPT,LBG,1,07:15,08:01,46
4,HYS,CST,0,08:01,08:47,46
3,FOG,CST,1,07:49,08:35,46
4,BNS,LBG,2,07:49,08:35,46
2,FOG,CST,1,07:40,08:26,46
2,SUP,BFR,2,07:48,08:34,46
4,EAD,BFR,2,08:02,08:48,46
3,SRA,LBG,2,07:44,08:30,46
4,BAD,LBG,1,07:42,08:28,46
2,HYS,CST,0,07:45,08:31,46
3,MYL,BFR,2,07:55,08:41,46
3,PUT,LBG,2,07:43,08:29,46
4,LOF,LBG,1,07:35,08:21,46
2,WDO,BFR,2,07:50,08:36,46
3,BAD,LBG,1,07:12,07:58,46
3,WWI,CST,1,07:54,08:40,46
2,MDS,LBG,1,07:29,08:15,46
2,BXY,CST,0,07:52,08:38,46
4,BAD,LBG,1,07:42,08:28,46
3,SRT,CST,2,07:45,08:31,46
2,BAD,LBG,1,06:42,07:28,46
3,CHE,BFR,1,07:38,08:24,46
1,MYL,CST,1,07:29,08:15,46
4,FOG,CST,1,07:58,08:44,46
3,SUR,LBG,2,07:37,08:23,46
3,BAD,LBG,1,07:12,07:58,46
2,BAK,LBG,3,07:49,08:35,46
0,BSY,LBG,3,07:18,08:04,46
2,BAD,LBG,1,06:42,07:28,46
0,LOF,LBG,1,06:45,07:31,46
0,BAL,LBG,2,07:29,08:15,46
4,CPT,LBG,1,07:45,08:31,46
4,DNG,BFR,2,08:00,08:46,46
4,SGR,CST,0,07:59,08:45,46
1,EBT,LBG,0,06:07,06:53,46
0,EDW,BFR,1,07:53,08:39,46
1,SGR,CST,0,07:25,08:11,46
1,EDW,BFR,1,08:02,08:48,46
1,LOF,LBG,1,07:00,07:46,46
3,BXH,BFR,1,07:50,08:36,46
0,DNG,CST,2,07:20,08:06,46
3,KTH,CST,1,07:55,08:41,46
1,CPT,LBG,1,07:00,07:46,46
4,BXH,CST,1,07:59,08:45,46
0,WSW,LBG,2,07:27,08:14,47
3,KTW,LBG,2,07:42,08:29,47
4,BVD,BFR,1,07:59,08:46,47
4,MYL,CST,1,07:55,08:42,47
0,BSP,LBG,3,07:17,08:04,47
2,MYL,CST,1,07:37,08:24,47
1,WSW,LBG,0,07:31,08:18,47
3,SMH,BFR,2,07:51,08:38,47
3,MYL,CST,1,07:46,08:33,47
0,EAD,BFR,2,07:51,08:38,47
4,SOH,LBG,1,07:43,08:30,47
4,SYH,CST,3,08:03,08:50,47
3,CRW,LBG,1,07:28,08:15,47
0,DDK,LBG,1,06:38,07:25,47
3,GMY,LBG,1,07:44,08:31,47
2,CPT,CST,1,07:30,08:17,47
3,HAC,BFR,3,07:58,08:45,47
2,GTW,LBG,0,07:43,08:30,47
2,EAD,BFR,2,07:58,08:45,47
4,EYN,LBG,1,07:42,08:29,47
0,SOH,LBG,1,07:00,07:47,47
4,WWI,BFR,1,07:54,08:41,47
1,SOH,LBG,1,07:13,08:00,47
1,HAC,LBG,1,07:26,08:13,47
2,SOH,LBG,1,07:30,08:17,47
2,WWI,BFR,1,07:34,08:21,47
2,BSY,LBG,2,07:30,08:17,47
3,WHS,LBG,1,07:33,08:20,47
0,BKH,BFR,1,07:51,08:38,47
1,WHS,LBG,1,07:03,07:50,47
1,GMY,LBG,1,07:35,08:22,47
2,FNR,BFR,1,07:22,08:09,47
4,MRN,LBG,0,07:48,08:35,47
3,RMD,LBG,2,07:38,08:25,47
2,WNT,BFR,2,07:55,08:42,47
2,BNS,LBG,2,07:34,08:21,47
1,BGM,CST,3,07:32,08:19,47
3,PAL,LBG,1,07:27,08:14,47
0,KTW,CST,2,07:20,08:07,47
1,MYL,BFR,2,07:46,08:33,47
1,OTF,BFR,0,07:22,08:09,47
3,WHS,LBG,1,07:33,08:20,47
4,SMY,BFR,1,08:02,08:49,47
1,RAY,LBG,2,07:34,08:21,47
1,BNS,LBG,2,07:26,08:13,47
1,WHS,LBG,1,07:03,07:50,47
2,SYH,CST,2,07:40,08:27,47
1,PUO,CST,2,07:22,08:09,47
3,WSW,LBG,2,07:42,08:29,47
1,RMD,LBG,2,07:24,08:11,47
0,MYL,CST,1,07:19,08:06,47
4,QPW,LBG,1,07:48,08:35,47
3,QPW,LBG,1,07:46,08:33,47
2,RNM,LBG,1,07:03,07:50,47
3,RNM,LBG,1,07:15,08:02,47
0,MRN,LBG,0,07:08,07:55,47
3,MZH,BFR,1,08:02,08:49,47
4,BXH,BFR,1,07:59,08:46,47
2,HKC,LBG,2,07:38,08:25,47
2,QPW,LBG,1,07:44,08:31,47
0,QPW,LBG,1,07:40,08:27,47
4,QPW,BFR,1,08:02,08:49,47
0,GNH,LBG,0,07:03,07:50,47
4,TBD,CST,1,08:03,08:50,47
0,SMH,BFR,2,07:36,08:23,47
3,QPW,BFR,1,07:52,08:39,47
1,QPW,BFR,1,07:42,08:29,47
0,QPW,BFR,1,07:37,08:24,47
1,QPW,LBG,1,07:42,08:29,47
4,RNM,LBG,1,07:36,08:23,47
0,WCB,BFR,1,07:36,08:23,47
4,CRW,BFR,1,07:54,08:41,47
3,HDH,CST,2,07:41,08:28,47
1,SRA,LBG,1,07:39,08:26,47
4,CSB,BFR,1,07:59,08:46,47
1,CSB,CST,1,06:29,07:16,47
1,HUR,BFR,0,07:29,08:16,47
4,FNY,LBG,3,07:47,08:34,47
2,FNY,CST,2,07:35,08:22,47
4,SCG,LBG,0,07:40,08:27,47
3,SUC,BFR,1,07:37,08:24,47
0,STE,LBG,1,07:33,08:20,47
1,SJS,CST,1,07:12,07:59,47
2,CSB,CST,1,06:59,07:46,47
1,SUC,BFR,1,07:07,07:54,47
1,UPM,CST,1,07:41,08:28,47
1,PAL,LBG,1,06:57,07:44,47
0,FNY,LBG,3,07:17,08:04,47
4,BEC,CST,2,08:00,08:47,47
2,SLV,BFR,2,07:36,08:23,47
0,CRI,CST,1,06:56,07:43,47
1,SCG,LBG,0,07:10,07:57,47
2,LEE,BFR,1,07:59,08:46,47
3,CSB,BFR,2,07:54,08:41,47
0,CSB,BFR,1,07:29,08:16,47
4,QRB,CST,1,08:01,08:48,47
2,WHC,LBG,1,07:42,08:29,47
1,FNY,CST,2,07:26,08:13,47
2,STE,LBG,1,07:48,08:35,47
2,RDH,BFR,0,07:39,08:26,47
3,SJS,CST,1,07:42,08:29,47
1,WVF,LBG,0,06:36,07:23,47
1,QRB,CST,1,07:47,08:34,47
4,BTO,LBG,1,07:13,08:00,47
1,HHE,LBG,0,07:26,08:13,47
2,WCB,BFR,1,07:49,08:36,47
4,WSU,BFR,0,07:52,08:39,47
4,CDN,BFR,1,07:59,08:46,47
4,CPT,CST,1,08:00,08:47,47
2,WSU,BFR,0,07:22,08:09,47
0,BMN,CST,2,07:19,08:06,47
3,CDN,BFR,1,07:39,08:26,47
0,WSU,BFR,0,06:52,07:39,47
4,STE,CST,2,08:03,08:50,47
1,RNM,LBG,1,06:49,07:36,47
0,DLK,LBG,1,07:41,08:28,47
2,NFL,LBG,0,07:18,08:05,47
3,REI,LBG,1,07:36,08:23,47
3,DLK,LBG,1,07:46,08:33,47
2,WVF,LBG,0,07:06,07:53,47
3,WBP,LBG,2,07:28,08:15,47
3,NUM,LBG,1,07:10,07:57,47
1,PDW,LBG,0,07:26,08:13,47
1,CDN,BFR,1,07:29,08:16,47
1,LAD,BFR,1,07:44,08:31,47
4,HLB,CST,1,07:55,08:42,47
0,CFT,LBG,1,07:28,08:15,47
4,WWD,BFR,2,07:59,08:46,47
2,CFT,LBG,1,07:38,08:25,47
1,FOG,CST,1,07:31,08:18,47
0,KNR,BFR,2,07:19,08:06,47
0,REI,LBG,1,06:36,07:23,47
4,NUM,LBG,1,07:40,08:27,47
1,REI,LBG,1,07:06,07:53,47
4,HUR,BFR,0,07:59,08:46,47
4,WVF,LBG,0,07:36,08:23,47
2,BNH,CST,1,07:43,08:31,48
2,REC,BFR,2,07:48,08:36,48
4,RAY,LBG,2,07:43,08:31,48
4,RDH,CST,1,07:59,08:47,48
2,TTH,CST,2,07:52,08:40,48
4,WNP,LBG,2,07:47,08:35,48
1,CHP,LBG,1,07:02,07:50,48
0,RAY,LBG,2,07:31,08:19,48
3,WNP,LBG,2,07:38,08:26,48
2,KND,LBG,0,07:16,08:04,48
0,BAD,LBG,1,22:42,23:30,48
1,WNP,LBG,2,07:29,08:17,48
4,SRC,CST,1,08:01,08:49,48
0,WNP,LBG,2,07:20,08:08,48
3,TOO,CST,2,07:43,08:31,48
3,EAD,BFR,1,07:58,08:46,48
4,KND,LBG,0,07:46,08:34,48
1,HYS,CST,1,07:31,08:19,48
4,GRV,BFR,1,07:53,08:41,48
1,REC,LBG,1,07:18,08:06,48
0,WCB,LBG,1,07:12,08:00,48
0,BAD,LBG,1,22:42,23:30,48
2,WOH,CST,1,07:08,07:56,48
4,BCV,BFR,2,07:50,08:38,48
2,ESH,LBG,2,07:02,07:50,48
1,BXY,CST,1,07:43,08:31,48
1,TON,CST,1,07:23,08:11,48
3,PUO,CST,2,07:52,08:40,48
0,KND,LBG,0,06:46,07:34,48
2,KND,LBG,0,07:16,08:04,48
4,KND,LBG,0,07:46,08:34,48
3,CHP,LBG,1,07:32,08:20,48
0,GDH,LBG,1,06:41,07:29,48
0,RMD,LBG,2,07:15,08:03,48
2,GDH,LBG,1,07:11,07:59,48
2,REI,BFR,1,07:18,08:06,48
4,GDH,LBG,1,07:41,08:29,48
1,CHP,LBG,1,07:02,07:50,48
3,CHP,LBG,1,07:32,08:20,48
3,SYH,CST,1,07:49,08:37,48
0,FOG,CST,1,07:27,08:15,48
3,OXT,BFR,1,07:53,08:41,48
1,SMY,BFR,0,07:41,08:29,48
4,UWL,CST,2,08:02,08:50,48
0,BNS,LBG,2,07:19,08:07,48
1,MIJ,BFR,1,07:33,08:21,48
3,FNY,LBG,3,07:41,08:29,48
4,EBD,LBG,1,07:36,08:24,48
3,EBD,LBG,1,07:26,08:14,48
1,EBD,LBG,1,07:06,07:54,48
2,SAY,BFR,1,07:41,08:29,48
3,HDW,LBG,1,07:26,08:14,48
1,HDW,LBG,1,06:56,07:44,48
2,BBL,CST,2,07:23,08:11,48
0,RNM,CST,1,06:49,07:37,48
2,SAY,LBG,2,07:27,08:15,48
2,FNY,LBG,2,07:29,08:17,48
3,PHR,LBG,1,06:47,07:35,48
3,SAY,LBG,1,07:32,08:20,48
2,SAY,BFR,1,07:41,08:29,48
4,UWL,CST,2,08:02,08:50,48
1,NDL,BFR,1,08:00,08:48,48
0,NDL,BFR,1,07:51,08:39,48
2,SAY,LBG,2,07:27,08:15,48
0,KND,LBG,0,06:46,07:34,48
0,WGR,CST,2,06:49,07:37,48
1,WSU,LBG,1,07:10,07:58,48
1,WGR,CST,2,07:04,07:52,48
4,WSU,LBG,1,07:40,08:28,48
4,RNM,CST,1,07:52,08:40,48
3,BSY,LBG,3,07:41,08:29,48
1,BIK,BFR,1,07:28,08:16,48
4,WNW,BFR,1,08:02,08:50,48
0,SEV,CST,0,07:37,08:25,48
0,CTH,LBG,1,07:29,08:17,48
4,SRH,CST,1,07:47,08:35,48
2,SRH,CST,1,07:17,08:05,48
1,SRH,CST,1,07:06,07:54,48
0,SRH,CST,1,06:47,07:35,48
1,SVS,LBG,1,07:36,08:24,48
4,HEV,LBG,0,07:35,08:23,48
3,HEV,LBG,0,07:05,07:53,48
2,WHC,BFR,1,08:00,08:48,48
2,SIH,LBG,1,07:27,08:15,48
4,FNY,CST,2,07:49,08:37,48
3,BAB,LBG,1,07:25,08:13,48
3,LSY,BFR,1,07:48,08:36,48
2,WNW,BFR,1,07:32,08:20,48
0,SJS,CST,1,06:56,07:44,48
2,CDS,CST,1,07:48,08:36,48
1,BMN,BFR,2,07:46,08:34,48
4,KLY,BFR,1,07:58,08:46,48
2,QRB,CST,2,07:51,08:39,48
0,WHC,LBG,1,07:26,08:14,48
2,KLY,BFR,1,07:38,08:26,48
2,CTH,LBG,1,07:38,08:26,48
4,RHM,CST,1,08:02,08:50,48
4,MIJ,BFR,1,07:58,08:46,48
4,BSY,LBG,3,07:46,08:34,48
3,SAY,LBG,1,07:32,08:20,48
1,HGY,CST,1,07:46,08:34,48
0,CMD,BFR,2,07:38,08:26,48
3,SRH,CST,1,07:36,08:24,48
2,QPW,BFR,1,07:49,08:37,48
4,CPT,BFR,2,08:00,08:48,48
4,WSW,LBG,2,07:46,08:34,48
0,KLY,BFR,1,07:28,08:16,48
0,NSG,CST,2,07:34,08:22,48
1,LOF,BFR,1,07:50,08:38,48
2,BAL,LBG,2,07:36,08:24,48
2,LFD,LBG,0,06:52,07:40,48
2,FRT,LBG,0,06:49,07:37,48
3,ORP,CST,1,07:59,08:47,48
1,CWN,LBG,0,05:35,06:23,48
0,DMS,LBG,0,06:17,07:05,48
3,BGM,CST,2,07:58,08:46,48
1,WCX,LBG,1,06:40,07:28,48
0,SKW,CST,1,07:16,08:04,48
2,BXY,BFR,1,07:43,08:31,48
2,KTH,CST,2,07:52,08:40,48
0,GRP,BFR,1,07:46,08:34,48
1,RVB,CST,2,07:18,08:06,48
2,BSP,LBG,2,07:29,08:17,48
4,FNR,BFR,0,07:49,08:37,48
3,LFD,LBG,0,07:22,08:10,48
2,ENC,BFR,1,07:20,08:08,48
4,IMW,BFR,2,07:57,08:45,48
4,HGY,CST,1,07:56,08:44,48
0,ENC,BFR,1,06:50,07:38,48
4,WMB,LBG,1,07:31,08:19,48
3,CPT,BFR,1,07:45,08:33,48
0,CPT,BFR,2,07:30,08:18,48
4,CTH,LBG,1,07:47,08:35,48
0,DDK,BFR,1,06:53,07:41,48
2,HGY,CST,1,07:51,08:39,48
3,LOF,BFR,1,07:54,08:42,48
1,SRS,BFR,2,07:28,08:16,48
4,ENC,BFR,1,07:50,08:38,48
0,REC,BFR,2,07:44,08:33,49
1,IMW,CST,2,07:30,08:19,49
1,TBD,CST,1,07:20,08:09,49
